,phi,rho,te,s
8053,1.37,0.079,18726.548999723,10000.0
8054,1.375,0.079,18758.10490424066,10000.0
8055,1.38,0.079,18789.348438916062,10000.0
8056,1.385,0.079,18820.247317941758,10000.0
8057,1.3900000000000001,0.079,18850.82816051831,10000.0
8058,1.395,0.079,18881.10861062125,10000.0
8059,1.4,0.079,18911.08486520397,10000.0
8060,1.405,0.079,18940.744168027133,10000.0
8061,1.4100000000000001,0.079,18970.127023696517,10000.0
8062,1.415,0.079,18999.228006116704,10000.0
8063,1.42,0.079,19028.042457568605,10000.0
8064,1.425,0.079,19056.624766931138,10000.0
8065,1.43,0.079,19084.905634790786,10000.0
8066,1.435,0.079,19112.95269710967,10000.0
8067,1.44,0.079,19140.738065171547,10000.0
8068,1.445,0.079,19168.287522232236,10000.0
8069,1.45,0.079,19195.61749135534,10000.0
8070,1.455,0.079,19222.694212898637,10000.0
8071,1.46,0.079,19249.54244077559,10000.0
8072,1.465,0.079,19276.17694451746,10000.0
8073,1.47,0.079,19302.601795772796,10000.0
8074,1.475,0.079,19328.82344003521,10000.0
8075,1.48,0.079,19354.8228953015,10000.0
8076,1.4849999999999999,0.079,19380.604452287665,10000.0
8077,1.49,0.079,19406.213913241358,10000.0
8078,1.495,0.079,19431.606043398373,10000.0
8079,1.5,0.079,19456.83385096962,10000.0
8080,1.0,0.08,199.9989233973149,10000.0
8081,1.005,0.08,205.1779425062324,399.99999999999983
8082,1.01,0.08,211.43659780082982,400.93294113426873
8083,1.015,0.08,223.967819309638,407.8547111737216
8084,1.02,0.08,246.09000481299756,423.65387793684744
8085,1.025,0.08,282.36239236184065,452.1043122908176
8086,1.03,0.08,339.96831012874577,499.03188238010694
8087,1.035,0.08,430.09414956422665,573.2998083919429
8088,1.04,0.08,570.1111355968661,688.3323749979722
8089,1.045,0.08,786.9593745079146,864.408416737526
8090,1.05,0.08,1122.5253576197038,1132.2388617491326
